id,scheduled_at,board_name,keyword,intent,content_angle,trend_monthly_change,visual_strategy,landing_type,title,description,link,image_url,generated_image_prompt,requires_ai_image,alt_text,product_title,product_handle,status
1102,2026-12-28T16:00:00.000Z,Sala sofisticada,sala de estar apartamento,sala,ambiente,50,product_full_bleed,product,Relógio de Parede Lorenzzo Wood para sala de estar apartamento,"Relógio de Parede Lorenzzo Wood funciona como peça decorativa e utilitária para dar acabamento à parede sem exagero visual. Destaque para modelo Lorenzzo Wood e cor/acabamento branco com acabamento amadeirado/marrom. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-lorenzzo-wood?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=sala_de_estar_apartamento_1102,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Relógio de Parede Lorenzzo Wood. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Relógio de Parede Lorenzzo Wood - sala de estar apartamento Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1103,2026-12-28T18:00:00.000Z,Sala sofisticada,decoração sala,sala,ambiente,-6,environment_title_overlay,collection,Decoração sala: ideias para Sala sofisticada,"Decoração sala ajuda a renovar o ambiente com uma composição mais confortável e sofisticada. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/sala-sofisticada?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=decora%C3%A7%C3%A3o_sala_1103,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: decoração sala. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Decoração sala: ideias para Sala sofisticada"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Relógio de Parede Lorenzzo Wood - decoração sala Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1104,2026-12-28T20:00:00.000Z,Cozinha elegante,decoração cozinha,cozinha,ambiente,30,product_in_environment,product,Relógio de Parede Lorenzzo Wood para decoração cozinha,"Relógio de Parede Lorenzzo Wood cria um ponto de destaque na parede e combina com salas, cozinhas e ambientes integrados. Destaque para modelo Lorenzzo Wood e cor/acabamento branco com acabamento amadeirado/marrom. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-lorenzzo-wood?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=decora%C3%A7%C3%A3o_cozinha_1104,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: decoração cozinha. Cenário: cozinha pequena organizada, clean, clara, armários planejados, bancada livre, potes organizadores, bandeja decorativa, tapete de cozinha discreto. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Parede Lorenzzo Wood. Sem texto grande, foco em inspirar clique para compra.",yes,Relógio de Parede Lorenzzo Wood - decoração cozinha Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1105,2026-12-28T22:00:00.000Z,Cozinha elegante,cozinha organizada,cozinha,ambiente,,listicle_idea_overlay,collection,Cozinha organizada: ideias para Cozinha elegante,"Ideia de cozinha organizada para deixar a cozinha mais confortável, organizada e visualmente bem resolvida. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/cozinha-elegante?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=cozinha_organizada_1105,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: cozinha organizada. Cenário: cozinha pequena organizada, clean, clara, armários planejados, bancada livre, potes organizadores, bandeja decorativa, tapete de cozinha discreto. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com produto ou ambiente em destaque, visual premium realista e clicável. Produto relacionado: Relógio de Parede Lorenzzo Wood.",yes,Relógio de Parede Lorenzzo Wood - cozinha organizada Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1106,2026-12-29T00:00:00.000Z,Cozinha elegante,cozinha pequena organizada,cozinha,dor,,environment_full_bleed,collection,Cozinha pequena organizada: ideias para Cozinha elegante,"Cozinha pequena organizada ajuda a criar uma cozinha bonita para usar todos os dias, sem perder funcionalidade. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/cozinha-elegante?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=cozinha_pequena_organizada_1106,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: cozinha pequena organizada. Cenário: cozinha pequena organizada, clean, clara, armários planejados, bancada livre, potes organizadores, bandeja decorativa, tapete de cozinha discreto. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar um cenário inspiracional de ambiente, sem texto grande. A imagem precisa parecer resultado real de busca no Pinterest, bonita e clicável. Produto relacionado: Relógio de Parede Lorenzzo Wood, aplicar apenas se fizer sentido natural.",yes,Relógio de Parede Lorenzzo Wood - cozinha pequena organizada Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1107,2026-12-29T12:00:00.000Z,Cozinha elegante,cozinha decorada simples,cozinha,ambiente,,product_full_bleed,product,Relógio de Parede Lorenzzo Wood para cozinha decorada simples,"Relógio de Parede Lorenzzo Wood cria um ponto de destaque na parede e combina com salas, cozinhas e ambientes integrados. Destaque para modelo Lorenzzo Wood e cor/acabamento branco com acabamento amadeirado/marrom. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-lorenzzo-wood?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=cozinha_decorada_simples_1107,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Relógio de Parede Lorenzzo Wood. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Relógio de Parede Lorenzzo Wood - cozinha decorada simples Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1108,2026-12-29T14:00:00.000Z,Relogios de parede,relogio de parede grande,sala,produto,,environment_title_overlay,collection,Relógio de parede grande: ideias para Relógios de parede,"Ideia de relógio de parede grande para completar a parede sem exagero e deixar o ambiente mais bem acabado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/relogios-de-parede?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_grande_1108,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede grande. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Relógio de parede grande: ideias para Relógios de parede"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Relógio de Parede Lorenzzo Wood - relógio de parede grande Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1109,2026-12-29T16:00:00.000Z,Relogios de parede,relogio de parede cozinha,cozinha,produto,,product_in_environment,product,Relógio de Parede Lorenzzo Wood para relógio de parede cozinha,"Relógio de Parede Lorenzzo Wood deixa a parede mais interessante e ajuda a completar uma composição elegante no ambiente. Destaque para modelo Lorenzzo Wood e cor/acabamento branco com acabamento amadeirado/marrom. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/relogio-de-parede-lorenzzo-wood?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_cozinha_1109,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede cozinha. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Parede Lorenzzo Wood. Sem texto grande, foco em inspirar clique para compra.",yes,Relógio de Parede Lorenzzo Wood - relógio de parede cozinha Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1110,2026-12-29T18:00:00.000Z,Relogios de parede,relogio de parede sala,sala,produto,,listicle_idea_overlay,collection,Relógio de parede sala: ideias para Relógios de parede,"Inspiração de relógio de parede sala para compor uma sala mais acolhedora, sofisticada e pronta para receber bem. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/relogios-de-parede?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=relogio_de_parede_sala_1110,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede sala. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com produto ou ambiente em destaque, visual premium realista e clicável. Produto relacionado: Relógio de Parede Lorenzzo Wood.",yes,Relógio de Parede Lorenzzo Wood - relógio de parede sala Chique Home,Relógio de Parede Lorenzzo Wood,relogio-de-parede-lorenzzo-wood,ready
1111,2026-12-29T20:00:00.000Z,Banheiro organizado,banheiro pequeno organizado,banheiro,dor,,environment_full_bleed,collection,Banheiro pequeno organizado: ideias para Banheiro organizado,"Inspiração de banheiro pequeno organizado para transformar o banheiro com poucos elementos e acabamento mais elegante. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/banheiro-organizado?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=banheiro_pequeno_organizado_1111,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: banheiro pequeno organizado. Cenário: banheiro organizado com suporte de parede, nichos, porta-shampoo no box e poucos objetos aparentes. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar um cenário inspiracional de ambiente, sem texto grande. A imagem precisa parecer resultado real de busca no Pinterest, bonita e clicável. Produto relacionado: Organizador de Maquiagem Porta Pincel em Acrílico Giratório, aplicar apenas se fizer sentido natural.",yes,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - banheiro pequeno organizado Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1112,2026-12-29T22:00:00.000Z,Banheiro com cara de hotel,banheiro com cara de hotel,banheiro,ambiente,,product_full_bleed,product,Organizador de Maquiagem Porta Pincel em Acrílico Giratório para banheiro com cara de hotel,"Organizador de Maquiagem Porta Pincel em Acrílico Giratório une organização e estética para deixar o ambiente mais funcional e agradável. Destaque para cor/acabamento preto. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=banheiro_com_cara_de_hotel_1112,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Organizador de Maquiagem Porta Pincel em Acrílico Giratório. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - banheiro com cara de hotel Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1113,2026-12-30T00:00:00.000Z,Banheiro organizado,organizador box banheiro,banheiro,produto,,environment_title_overlay,collection,Organizador box banheiro: ideias para Banheiro organizado,"Ideia de organizador box banheiro para deixar o banheiro mais organizado, bonito e com aparência de ambiente planejado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/banheiro-organizado?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=organizador_box_banheiro_1113,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: organizador box banheiro. Cenário: banheiro organizado com suporte de parede, nichos, porta-shampoo no box e poucos objetos aparentes. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Organizador box banheiro: ideias para Banheiro organizado"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - organizador box banheiro Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1114,2026-12-30T12:00:00.000Z,Banheiro com cara de hotel,banheiro decorado,banheiro,ambiente,,product_in_environment,product,Organizador de Maquiagem Porta Pincel em Acrílico Giratório para banheiro decorado,"Organizador de Maquiagem Porta Pincel em Acrílico Giratório deixa a bancada ou prateleira mais prática, com tudo à vista e bem apresentado. Destaque para cor/acabamento preto. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=banheiro_decorado_1114,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: banheiro decorado. Cenário: banheiro pequeno sofisticado com metais modernos, parede clara, bancada limpa e detalhe elegante de organização. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Organizador de Maquiagem Porta Pincel em Acrílico Giratório. Sem texto grande, foco em inspirar clique para compra.",yes,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - banheiro decorado Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1115,2026-12-30T14:00:00.000Z,Banheiro com cara de hotel,banheiro pequeno decorado,banheiro,dor,,listicle_idea_overlay,collection,Banheiro pequeno decorado: ideias para Banheiro com cara de hotel,"Banheiro pequeno decorado combina praticidade e estética para um banheiro mais limpo e sofisticado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/banheiro-com-cara-de-hotel?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=banheiro_pequeno_decorado_1115,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: banheiro pequeno decorado. Cenário: banheiro pequeno sofisticado com metais modernos, parede clara, bancada limpa e detalhe elegante de organização. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com produto ou ambiente em destaque, visual premium realista e clicável. Produto relacionado: Organizador de Maquiagem Porta Pincel em Acrílico Giratório.",yes,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - banheiro pequeno decorado Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1116,2026-12-30T16:00:00.000Z,Banheiro com cara de hotel,banheiro moderno,banheiro,estilo,,environment_full_bleed,collection,Banheiro moderno: ideias para Banheiro com cara de hotel,"Ideia de banheiro moderno para deixar o banheiro mais organizado, bonito e com aparência de ambiente planejado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/banheiro-com-cara-de-hotel?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=banheiro_moderno_1116,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: banheiro moderno. Cenário: banheiro pequeno sofisticado com metais modernos, parede clara, bancada limpa e detalhe elegante de organização. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar um cenário inspiracional de ambiente, sem texto grande. A imagem precisa parecer resultado real de busca no Pinterest, bonita e clicável. Produto relacionado: Organizador de Maquiagem Porta Pincel em Acrílico Giratório, aplicar apenas se fizer sentido natural.",yes,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - banheiro moderno Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1117,2026-12-30T18:00:00.000Z,Banheiro com cara de hotel,banheiro com cara de hotel,banheiro,missao,,product_full_bleed,product,Organizador de Maquiagem Porta Pincel em Acrílico Giratório para banheiro com cara de hotel,"Organizador de Maquiagem Porta Pincel em Acrílico Giratório deixa a bancada ou prateleira mais prática, com tudo à vista e bem apresentado. Destaque para cor/acabamento preto. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=banheiro_com_cara_de_hotel_1117,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Usar foto original do produto da Shopify em formato vertical cheio, sem moldura e sem card. Produto: Organizador de Maquiagem Porta Pincel em Acrílico Giratório. Se precisar, aplicar fundo limpo premium e manter o produto grande e claro. Cupom PINTEREST10 apenas discreto, se houver texto.",no,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - banheiro com cara de hotel Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1118,2026-12-30T20:00:00.000Z,Banheiro com cara de hotel,lavabo decorado,banheiro,ambiente,,environment_title_overlay,collection,Lavabo decorado: ideias para Banheiro com cara de hotel,"Lavabo decorado combina praticidade e estética para um banheiro mais limpo e sofisticado. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/banheiro-com-cara-de-hotel?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=lavabo_decorado_1118,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: lavabo decorado. Cenário: banheiro pequeno sofisticado com metais modernos, parede clara, bancada limpa e detalhe elegante de organização. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Lavabo decorado: ideias para Banheiro com cara de hotel"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior.",yes,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - lavabo decorado Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1119,2026-12-30T22:00:00.000Z,Banheiro organizado,penteadeira,banheiro,produto,8,product_in_environment,product,Organizador de Maquiagem Porta Pincel em Acrílico Giratório para penteadeira,"Organizador de Maquiagem Porta Pincel em Acrílico Giratório ajuda a organizar melhor o espaço sem abrir mão de um visual limpo e bonito. Destaque para cor/acabamento preto. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/products/organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=penteadeira_1119,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: penteadeira. Cenário: banheiro organizado com suporte de parede, nichos, porta-shampoo no box e poucos objetos aparentes. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Organizador de Maquiagem Porta Pincel em Acrílico Giratório. Sem texto grande, foco em inspirar clique para compra.",yes,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - penteadeira Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
1120,2026-12-31T00:00:00.000Z,Banheiro organizado,organizacao de banheiro,banheiro,dor,,listicle_idea_overlay,collection,Organização de banheiro: ideias para Banheiro organizado,"Inspiração de organização de banheiro para transformar o banheiro com poucos elementos e acabamento mais elegante. Clique no botão ""Acessar o site"" para ver detalhes, medidas, preço e comprar na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto por ter vindo do Pinterest.",https://chiquehome.com.br/collections/banheiro-organizado?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_organic_chiquehome&utm_content=organizacao_de_banheiro_1120,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Organizador_de_Maquiagem_Porta_Pincel_em_Acrilico_Giratorio_preto.webp?v=1751413621,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: organização de banheiro. Cenário: banheiro organizado com suporte de parede, nichos, porta-shampoo no box e poucos objetos aparentes. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com produto ou ambiente em destaque, visual premium realista e clicável. Produto relacionado: Organizador de Maquiagem Porta Pincel em Acrílico Giratório.",yes,Organizador de Maquiagem Porta Pincel em Acrílico Giratório - organização de banheiro Chique Home,Organizador de Maquiagem Porta Pincel em Acrílico Giratório,organizador-de-maquiagem-porta-pincel-em-acrilico-giratorio,ready
